00-0000,All Occupations,total,135128260,0.1,22.71,47230,0.1,8.82,11.04,17.09,27.75,43.3,18350,22950,35540,57720,90060,,,2014
11-0000,Management Occupations,major,6741640,0.2,54.08,112490,0.1,22.33,32.25,46.75,67.86,#,46440,67080,97230,141150,#,,,2014
11-1000,Top Executives,minor,2351130,0.2,58.68,122060,0.2,20.94,31.86,48.51,76.43,#,43570,66270,100910,158980,#,,,2014
11-1010,Chief Executives,broad,246240,0.8,86.88,180700,0.4,34.97,53.25,83.33,#,#,72750,110760,173320,#,#,,,2014
11-1011,Chief Executives,detailed,246240,0.8,86.88,180700,0.4,34.97,53.25,83.33,#,#,72750,110760,173320,#,#,,,2014
11-1020,General and Operations Managers,broad,2049870,0.3,56.35,117200,0.2,21.7,31.54,46.77,71.95,#,45130,65610,97270,149660,#,,,2014
11-1021,General and Operations Managers,detailed,2049870,0.3,56.35,117200,0.2,21.7,31.54,46.77,71.95,#,45130,65610,97270,149660,#,,,2014
11-1030,Legislators,broad,55020,1.3,*,40430,1.0,*,*,*,*,*,16710,18010,20180,59720,87880,True,,2014
11-1031,Legislators,detailed,55020,1.3,*,40430,1.0,*,*,*,*,*,16710,18010,20180,59720,87880,True,,2014
11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,629670,0.5,61.48,127880,0.3,26.86,37.59,54.92,77.85,#,55870,78190,114230,161940,#,,,2014
11-2010,Advertising and Promotions Managers,broad,29340,2.8,55.15,114700,1.6,21.66,31.64,46.5,71.3,#,45060,65810,96720,148300,#,,,2014
11-2011,Advertising and Promotions Managers,detailed,29340,2.8,55.15,114700,1.6,21.66,31.64,46.5,71.3,#,45060,65810,96720,148300,#,,,2014
11-2020,Marketing and Sales Managers,broad,543410,0.5,62.45,129900,0.3,27.24,38.27,56.01,79.17,#,56670,79590,116490,164660,#,,,2014
11-2021,Marketing Managers,detailed,184490,0.9,66.06,137400,0.5,31.72,43.57,61.12,82.4,#,65980,90630,127130,171390,#,,,2014
