00-0000,All Occupations,total,130287700,0.1,22.01,45790,0.1,8.7,10.81,16.71,27.02,41.74,18090,22480,34750,56200,86810,,,2012
11-0000,Management Occupations,major,6390430,0.2,52.2,108570,0.1,22.12,31.56,45.15,65.2,#,46000,65650,93910,135620,#,,,2012
11-1000,Top Executives,minor,2212150,0.2,57.72,120060,0.2,21.81,32.04,47.86,74.63,#,45370,66630,99550,155240,#,,,2012
11-1010,Chief Executives,broad,255940,0.6,85.02,176840,0.3,36.65,52.86,80.84,#,#,76220,109940,168140,#,#,,,2012
11-1011,Chief Executives,detailed,255940,0.6,85.02,176840,0.3,36.65,52.86,80.84,#,#,76220,109940,168140,#,#,,,2012
11-1020,General and Operations Managers,broad,1899460,0.3,55.22,114850,0.2,22.54,31.66,45.88,69.81,#,46890,65860,95440,145210,#,,,2012
11-1021,General and Operations Managers,detailed,1899460,0.3,55.22,114850,0.2,22.54,31.66,45.88,69.81,#,46890,65860,95440,145210,#,,,2012
11-1030,Legislators,broad,56760,1.2,*,38590,1.0,*,*,*,*,*,16470,17790,19780,56060,84950,True,,2012
11-1031,Legislators,detailed,56760,1.2,*,38590,1.0,*,*,*,*,*,16470,17790,19780,56060,84950,True,,2012
11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,598110,0.5,58.24,121150,0.3,26.01,35.9,51.9,72.8,#,54090,74660,107950,151430,#,,,2012
11-2010,Advertising and Promotions Managers,broad,28420,2.3,51.47,107060,1.2,20.8,29.24,42.59,65.35,#,43270,60820,88590,135930,#,,,2012
11-2011,Advertising and Promotions Managers,detailed,28420,2.3,51.47,107060,1.2,20.8,29.24,42.59,65.35,#,43270,60820,88590,135930,#,,,2012
11-2020,Marketing and Sales Managers,broad,516170,0.5,59.26,123260,0.3,26.57,36.68,53.05,74.05,#,55260,76300,110340,154030,#,,,2012
11-2021,Marketing Managers,detailed,171430,0.8,62.44,129870,0.4,30.12,41.22,57.44,77.31,#,62650,85740,119480,160810,#,,,2012
11-2022,Sales Managers,detailed,344730,0.6,57.68,119980,0.3,25.46,34.72,50.6,72.41,#,52950,72210,105260,150610,#,,,2012
11-2030,Public Relations and Fundraising Managers,broad,53520,1.2,52.05,108260,0.7,24.82,33.42,45.89,64.76,86.77,51630,69520,95450,134690,180480,,,2012
11-2031,Public Relations and Fundraising Managers,detailed,53520,1.2,52.05,108260,0.7,24.82,33.42,45.89,64.76,86.77,51630,69520,95450,134690,180480,,,2012
11-3000,Operations Specialties Managers,minor,1532610,0.3,53.54,111350,0.2,26.68,35.69,48.42,65.69,86.85,55490,74230,100720,136650,180650,,,2012
11-3010,Administrative Services Managers,broad,264090,0.6,42.63,88660,0.3,21.31,28.96,38.98,52.24,68.78,44330,60250,81080,108660,143070,,,2012
11-3011,Administrative Services Managers,detailed,264090,0.6,42.63,88660,0.3,21.31,28.96,38.98,52.24,68.78,44330,60250,81080,108660,143070,,,2012
11-3020,Computer and Information Systems Managers,broad,309740,0.8,62.08,129130,0.3,36.03,45.55,58.15,73.26,#,74940,94740,120950,152380,#,,,2012
11-3021,Computer and Information Systems Managers,detailed,309740,0.8,62.08,129130,0.3,36.03,45.55,58.15,73.26,#,74940,94740,120950,152380,#,,,2012
11-3030,Financial Managers,broad,484910,0.5,59.26,123260,0.3,28.67,38.43,52.76,71.83,#,59630,79930,109740,149410,#,,,2012
11-3031,Financial Managers,detailed,484910,0.5,59.26,123260,0.3,28.67,38.43,52.76,71.83,#,59630,79930,109740,149410,#,,,2012
11-3050,Industrial Production Managers,broad,160550,0.6,46.87,97490,0.3,26.08,33.19,42.88,55.92,72.12,54250,69040,89190,116310,150020,,,2012
11-3051,Industrial Production Managers,detailed,160550,0.6,46.87,97490,0.3,26.08,33.19,42.88,55.92,72.12,54250,69040,89190,116310,150020,,,2012
11-3060,Purchasing Managers,broad,69400,0.8,51.06,106200,0.4,27.57,35.94,48.16,62.39,76.4,57360,74750,100170,129760,158920,,,2012
11-3061,Purchasing Managers,detailed,69400,0.8,51.06,106200,0.4,27.57,35.94,48.16,62.39,76.4,57360,74750,100170,129760,158920,,,2012
11-3070,"Transportation, Storage, and Distribution Managers",broad,98600,1.0,42.75,88920,0.4,23.1,30.09,39.34,51.7,66.66,48050,62590,81830,107540,138640,,,2012
